id,book_name,character,label,confidence,evidence_1,evidence_2,evidence_3
53,In Search of the Castaways,Thalcave,0,0.7742,"It was fortunate; for, if
this refuge had failed, all chance of safety would have vanished, and
they must have perished in the waves. The water was up to the top of
the trunk where the main branches grew, so that it was easy to grasp
them. Thalcave, leaving his horse, and lifting Robert, seized the first limb,
and soon his powerful arms had lodged the exhausted swimmers in a place
of safety. But Thaouka, carried away by the current, was rapidly
disappearing. He turned his intelligent head towards his master, and,
shaking his long mane, neighed for him beseechingly. [Illustration: A huge wave, forty feet high, overwhelmed the fugitives
with a terrible roar. Men and beasts, everything, disappeared in a
whirlpool of foam. A ponderous liquid mass engulfed them in its furious
tide.]

""Do you abandon him?"" said Paganel. ""I?"" cried the Indian, and, plunging into the tempestuous waters, he
reappeared some distance from the tree.","Thalcave, who rode in advance, beat the bushes, and
thus frightened away the ""cholinas"" (vipers), while the agile Thaouka
bounded over all obstacles, and aided his master in clearing a passage
for the horses that followed. [Illustration: They set out at daybreak. The horses advanced at a brisk
pace among the tufts of ""paja-brava,"" a kind of grass that serves the
Indians as a shelter during the storms.]

Early in the afternoon, the first traces of animals were
encountered--the bones of an innumerable drove of cattle, in whitened
heaps. These fragments did not extend in a winding line, such as
animals exhausted and falling one by one would leave behind them. Thus
no one, not even Paganel, knew how to explain this chain of skeletons
in a space comparatively circumscribed. He therefore questioned
Thalcave, who was not at a loss for a reply. ""What is this?"" they asked, after Paganel had inquired of the Indian. ""The fire of heaven,"" replied the geographer. ""What!","""He will not fall!""

In spite of Thalcave's confidence, his companion passed the night in
terrible anguish. He was no longer even mindful of the danger still to
be feared from the wolves. He would have gone in search of Robert, but
the Indian restrained him, and explained that their horses could not
overtake the boy, that Thaouka must have distanced his enemies, and
could not be found in the darkness. They must wait for day to start in
search of Robert. At four o'clock in the morning day began to break. The mists of the
horizon were soon tinged with pale rays. A sparkling dew covered the
plain, and the tall grass began to wave under the first breezes of the
dawn. The moment of departure had arrived. ""Forward!"" said the Indian. Glenarvan did not reply, but sprang upon Robert's horse, and the two
were soon galloping towards the west in the direction from which their
companions were to come."
58,In Search of the Castaways,Thalcave,1,0.9047,"Olbinett, so that he could scarcely set the table. But Paganel had all the passengers on his side except the major,
who was very indifferent to geographical questions, especially at
dinner-time. Having discovered a whole cargo of odd books in the mate's
chests, and among them a number of Cervantes' works, the Frenchman
resolved to learn Spanish, which nobody on board knew, and which would
facilitate his search on the shores of Chili. Thanks to his love for
philology, he did not despair of speaking this new tongue fluently on
arriving at Concepcion. He therefore studied assiduously, and was heard
incessantly muttering heterogeneous syllables. During his leisure hours
he did not fail to give young Robert practical instruction, and taught
him the history of the country they were rapidly approaching. In the meantime the Duncan was proceeding at a remarkable rate. She
cut the Tropic of Capricorn, and her prow was headed toward the strait
of the celebrated geographer.","""On the whole, I am not astonished at this on the part of Jacques
Paganel,"" said Glenarvan; ""he is noted for such blunders. He once
published a celebrated map of America, in which he located Japan. However, he is a distinguished scholar, and one of the best geographers
of France.""

""But what are we going to do with the poor gentleman?"" asked Lady
Helena. ""We cannot take him to Patagonia.""

""Why not?"" replied MacNabb gravely. ""We are not responsible for his
errors. Suppose he were in a railroad car, would it stop for him?""

""No; but he could get out at the first station,"" answered Lady Helena. ""Well,"" said Glenarvan, ""he can do so now, if he pleases, at our first
landing.""

At this moment Paganel, woeful and humble, reappeared on deck, after
convincing himself that his baggage was on board. He kept repeating
those fatal words: ""The Duncan! the Duncan!"" He could find no others
in his vocabulary.","Now the Frenchman would see just the key
that he needed to understand a point not before clear to him; anon you
might see him as in the illustration, when he had picked up a pebble
and was sure that it was in itself so interesting as a mineralogical
specimen that he must treasure it up for the Bank of France, so that
his own land might have at least one part of Australia. All this was
done with such a mingling of childish good-nature and scientific and
national pride that it was useless to do anything but laugh, and an
irrepressible smile came over even the major's features. At length,
however, by drawing him into a lecture, they succeeded in persuading
him to follow them; and, as they left the diggings, he told them the
history of the prophecies, the discovery, and the spread of knowledge
as to the rich auriferous deposits of this part of Australia."
81,In Search of the Castaways,Kai-Koumou,1,0.8022,"""On the contrary, they
have come second, nay, third, in the race; only,"" and he looked half
roguishly and half maliciously, ""_they stayed when they came_.""

And then he told them of its first discovery by Abel Tasman, the Dutch
navigator, in 1642; that, when first he landed, there seemed to be
amicable feelings expressed by the islanders toward himself, a number
of them coming back to his ship, and being apparently well pleased to
cultivate intercourse. But on the next day, as he sent his boat to
find good anchorage nearer to the shore, seven canoes of the islanders
attacked it most violently and suddenly, causing it to capsize, and so
vigorously assailing its occupants with their pikes that it was with
difficulty any of them were able to swim back to their ship, leaving
those of their companions who were not drowned to be butchered by the
natives.","This continent--where he was not, nor had ever been--threatened to
be fatal to those who were seeking traces of him, and perhaps new
discouragements still awaited them. The first day passed silently and painfully. Every ten minutes they
took turns in carrying the litter. All the sailor's companions
uncomplainingly imposed upon themselves this duty, which was made still
more arduous by the great heat. At evening, after accomplishing only five miles, they encamped under
a group of gum-trees. The rest of the provisions that had escaped the
shipwreck furnished the evening meal. They must hereafter rely on the
major's rifle; but he found no opportunity to fire a single shot. Fortunately, Robert found a nest of bustards, containing a dozen large
eggs, which Olbinett cooked in the hot ashes. In addition to these
embarrassments, their way became very difficult. The sandy plains were
bristling with thorny plants that tore their garments and lacerated
their limbs.","At last, dragging themselves along, wearied to the utmost degree in
body, almost despairing in mind, they reached Lottin Point, on the
shores of the Pacific. At this place several deserted huts were seen, the ruins of a village
recently devastated by the war; around them were abandoned fields, and
everywhere the traces of plunder and conflagration. But here fate had
reserved a new and fearful test for the unfortunate travelers. They were walking along the coast, when, at no great distance, a number
of natives appeared, who rushed towards the little party, brandishing
their weapons. Glenarvan, shut in by the sea, saw that escape was
impossible, and, summoning all his strength, was about to make
preparations for battle, when Captain Mangles cried:

""A canoe! a canoe!""

And truly, twenty paces distant, a canoe, with six oars, was lying on
the beach."
47,In Search of the Castaways,Thalcave,0,0.7677,"""Well, my dear Helena,"" he replied, ""those people have no hearts!""

""They refused?""

""Yes, they refused me a vessel: they spoke of the millions vainly spent
in searching for Franklin; they declared the document was vague and
unintelligible; they said that the shipwreck of these unfortunates had
happened two years ago, and that there was little chance of finding
them. They maintained too, that, if prisoners of the Indians, they must
have been carried into the interior of the country; that they could not
ransack all Patagonia to find three men,--three Scotchmen; the search
would be vain and perilous, and would cost the lives of more men than
it would save. In short, they gave all the absurd reasons of people who
mean to refuse. They remembered the captain's projects, and I fear that
the unfortunate man is forever lost!""

""My father, my poor father!"" cried Mary Grant, throwing herself at the
feet of Lord Glenarvan. ""Your father!","But they
followed a path little frequented by the Indians, for the trails over
the Pampas, which lead from the Argentine Republic to the Andes, are
situated too far to the north. If by chance a wandering horseman
appeared in the distance, he fled rapidly away, little caring to come
in contact with strangers. However, although Glenarvan, in the interest of his search, regretted
the absence of the Indians, an incident took place which singularly
justified the interpretation of the document. Several times the course pursued by the expedition crossed paths on
the Pampas, among others quite an important road--that from Carmen to
Mendoza--distinguishable by the bones of such animals as mules, horses,
sheep and oxen, whose remains were scattered by the birds of prey, and
lay bleaching in the sun. There were thousands of them, and, without
doubt, more than one human skeleton had added its bones to those of
these humbler animals.","Aided by the
parliament of South Australia, he likewise proceeded northward,
in the year 1862, about seven degrees to the west of the line taken
by Burke. He found his route to be a more accessible and easy one
than the other, and was rewarded for his toil when, on the 24th of
July, he beheld the waters of the Indian Ocean, and proudly unfurled
the Australian flag from the topmost branch of the highest tree he
could find. His return to the inhabited regions was successfully
accomplished, and his entry into Adelaide, on the 17th of December, was
an ovation indeed. But his health was shattered, and, after receiving
the gold medal of the Royal Geographical Society, and returning to his
native Scotland, he died on the 5th of June, 1866. [Illustration: He beheld the waters of the Indian Ocean, and proudly
unfurled the Australian flag from the topmost branch of the highest
tree he could find.]

The histories of these Australian travels were lengthy, as told by
Paganel."
7,In Search of the Castaways,Jacques Paganel,1,0.9734,"This service he performed himself with
great exactness, and that evening Glenarvan observed that his care was
redoubled, for which he thanked him, as the preservation of the team
was of paramount importance. Meantime, the travelers partook of a hasty supper. Fatigue and heat had
driven away hunger, and they needed rest more than nourishment. Lady
Helena and Miss Grant, wishing their companions good-night, retired to
their accustomed bedroom. As for the men, some crawled under the tent,
while others stretched themselves on the thick grass at the foot of the
trees. Gradually each sank into a heavy sleep. The darkness increased beneath
the curtain of dense clouds that covered the sky. Not a breath of
air was felt. The silence of the night was only interrupted by the
occasional howlings of wild animals. About eleven o'clock, after an uneasy slumber, the major awoke. His
half-closed eyes were attracted by a dim light that flickered beneath
the great trees.","With naught but barrenness in sight on either hand, their great desire
was to get back and rejoin their companions; but peril after peril
awaited them, many of which their note-book has preserved an account
of, but many more will be forever unrecorded. The three survivors
(for one of the party had succumbed to the hardships) now strained
every effort to reach the encampment, where they hoped to find their
companions and a store of provisions. On the 21st of April they
gained the goal, but the prize was missing; only seven hours before,
after five months of waiting in vain, their companions had taken
their departure.","Olbinett one who knew how to spread
before them and make the best of all the culinary novelties that were
within reach, a very substantial foundation was possible for the
""feast of reason and the flow of soul"" which followed, and for which,
as usual, they were to no small extent indebted to their learned
historico-geographical professor, whose stock of information was as
varied as it was pleasant. [Illustration: A crack was heard; the cart inclined at an alarming
angle; the water reached the feet of the ladies, and the whole vehicle
threatened to give way. It was an anxious moment.]

After dinner the traveling party had, as if in anticipation, seated
themselves at the foot of a magnificent banksia; the young moon was
rising high into the heavens, lengthening the twilight, and prolonging
it into the evening hour; whilst the smoke of the major's cigar was
seen curling upwards, losing itself in the foliage of the tree."
121,The Count of Monte Cristo,Faria,0,0.6692,"The prisoner himself
is named Edmond Dantès, mate on board the three-master the _Pharaon_,
trading in cotton with Alexandria and Smyrna, and belonging to Morrel &
Son, of Marseilles.”

“Before he entered the merchant service, had he ever served in the
marines?”

“Oh, no, monsieur, he is very young.”

“How old?”

“Nineteen or twenty at the most.”

At this moment, and as Villefort had arrived at the corner of the Rue
des Conseils, a man, who seemed to have been waiting for him,
approached; it was M. Morrel. “Ah, M. de Villefort,” cried he, “I am delighted to see you. Some of
your people have committed the strangest mistake—they have just
arrested Edmond Dantès, mate of my vessel.”

“I know it, monsieur,” replied Villefort, “and I am now going to
examine him.”

“Oh,” said Morrel, carried away by his friendship, “you do not know
him, and I do.","It appears, sir, that this Edmond Dantès had procured
tools, or made them, for they found a tunnel through which the
prisoners held communication with one another.”

“This tunnel was dug, no doubt, with an intention of escape?”

“No doubt; but unfortunately for the prisoners, the Abbé Faria had an
attack of catalepsy, and died.”

“That must have cut short the projects of escape.”

“For the dead man, yes,” replied M. de Boville, “but not for the
survivor; on the contrary, this Dantès saw a means of accelerating his
escape. He, no doubt, thought that prisoners who died in the Château
d’If were interred in an ordinary burial-ground, and he conveyed the
dead man into his own cell, took his place in the sack in which they
had sewed up the corpse, and awaited the moment of interment.”

“It was a bold step, and one that showed some courage,” remarked the
Englishman.","Soon a red streak became
visible in the horizon, the waves whitened, a light played over them,
and gilded their foaming crests with gold. It was day. Dantès stood mute and motionless before this majestic spectacle, as if
he now beheld it for the first time; and indeed since his captivity in
the Château d’If he had forgotten that such scenes were ever to be
witnessed. He turned towards the fortress, and looked at both sea and
land. The gloomy building rose from the bosom of the ocean with
imposing majesty and seemed to dominate the scene. It was about five
o’clock. The sea continued to get calmer. “In two or three hours,” thought Dantès, “the turnkey will enter my
chamber, find the body of my poor friend, recognize it, seek for me in
vain, and give the alarm. Then the tunnel will be discovered; the men
who cast me into the sea and who must have heard the cry I uttered,
will be questioned. Then boats filled with armed soldiers will pursue
the wretched fugitive."
129,The Count of Monte Cristo,Faria,1,0.9574,"“Now let me behold the curious pens with
which you have written your work.”

“Look!” said Faria, showing to the young man a slender stick about six
inches long, and much resembling the size of the handle of a fine
painting-brush, to the end of which was tied, by a piece of thread, one
of those cartilages of which the abbé had before spoken to Dantès; it
was pointed, and divided at the nib like an ordinary pen. Dantès
examined it with intense admiration, then looked around to see the
instrument with which it had been shaped so correctly into form. “Ah, yes,” said Faria; “the penknife. That’s my masterpiece. I made it,
as well as this larger knife, out of an old iron candlestick.” The
penknife was sharp and keen as a razor; as for the other knife, it
would serve a double purpose, and with it one could cut and thrust.","“Who supplied you with the materials for making this wonderful work?”

“I tore up several of my shirts, and ripped out the seams in the sheets
of my bed, during my three years’ imprisonment at Fenestrelle; and when
I was removed to the Château d’If, I managed to bring the ravellings
with me, so that I have been able to finish my work here.”

“And was it not discovered that your sheets were unhemmed?”

“Oh, no, for when I had taken out the thread I required, I hemmed the
edges over again.”

“With what?”

“With this needle,” said the abbé, as, opening his ragged vestments, he
showed Dantès a long, sharp fish-bone, with a small perforated eye for
the thread, a small portion of which still remained in it.","Alone and free to act as he wished, the
man then drew from his pocket something which the count could not
discern, placed it on a stand, then went straight to the secretaire,
felt the lock, and contrary to his expectation found that the key was
missing. But the glass-cutter was a prudent man who had provided for
all emergencies. The count soon heard the rattling of a bunch of
skeleton keys, such as the locksmith brings when called to force a
lock, and which thieves call nightingales, doubtless from the music of
their nightly song when they grind against the bolt. “Ah, ha,” whispered Monte Cristo with a smile of disappointment, “he is
only a thief.”

But the man in the dark could not find the right key. He reached the
instrument he had placed on the stand, touched a spring, and
immediately a pale light, just bright enough to render objects
distinct, was reflected on his hands and countenance. “By heavens,” exclaimed Monte Cristo, starting back, “it is——”

Ali raised his hatchet."
51,In Search of the Castaways,Thalcave,0,0.8279,"Thaouka pranced,
reared on his hind legs, and all at once, with a spring, cleared the
barrier of fire and the rampart of bodies, while a boyish voice cried,--

""God save you, my lord!""

Glenarvan and Thalcave had scarcely time to perceive Robert, who,
clinging to the horse's mane, disappeared in the darkness. ""Robert, unfortunate!"" cried Glenarvan. But these words the Indian himself could not hear. Frightful howls
resounded. The wolves, starting on the track of the horse, fled into
the darkness with a terrible speed. Thalcave and Glenarvan rushed out of the ramada. Already the plain had
resumed its tranquillity, and they could scarcely distinguish a moving
line which undulated afar in the shadows of the night. Glenarvan sank upon the ground, overcome, in despair, clasping his
hands. He gazed at Thalcave, who smiled with his accustomed calmness. ""Thaouka--good horse--brave child--he will be saved!"" he repeated,
nodding his head. ""But if he falls?"" said Glenarvan.","Thalcave, turning like a deer, had suddenly approached his horse,
which was neighing with impatience, and was beginning to saddle him
carefully, forgetting neither strap nor buckle. He seemed no longer to
care for the howls, that were now redoubled. Glenarvan gazed at him
with a dark foreboding. ""He is leaving us!"" cried he, seeing Thalcave gather up his reins as
though he were about to mount. ""He? never!"" said Robert. In truth the Indian was about to make a venture, not to leave his
friends, but to save them by sacrificing himself. Thaouka was ready. He champed his bit; he pranced; his eyes, full of a fiery spirit, shot
forth lightning flashes; he understood his master. Just as the Indian was seizing the mane of his horse, Glenarvan caught
him by the arm with a convulsive grasp. ""You are going?"" said he, pointing to the plain, which was now deserted.","""He will not fall!""

In spite of Thalcave's confidence, his companion passed the night in
terrible anguish. He was no longer even mindful of the danger still to
be feared from the wolves. He would have gone in search of Robert, but
the Indian restrained him, and explained that their horses could not
overtake the boy, that Thaouka must have distanced his enemies, and
could not be found in the darkness. They must wait for day to start in
search of Robert. At four o'clock in the morning day began to break. The mists of the
horizon were soon tinged with pale rays. A sparkling dew covered the
plain, and the tall grass began to wave under the first breezes of the
dawn. The moment of departure had arrived. ""Forward!"" said the Indian. Glenarvan did not reply, but sprang upon Robert's horse, and the two
were soon galloping towards the west in the direction from which their
companions were to come."
127,The Count of Monte Cristo,Faria,1,0.9589,"His body seemed to acquire an airy
lightness, his perception brightened in a remarkable manner, his senses
seemed to redouble their power, the horizon continued to expand; but it
was not the gloomy horizon of vague alarms, and which he had seen
before he slept, but a blue, transparent, unbounded horizon, with all
the blue of the ocean, all the spangles of the sun, all the perfumes of
the summer breeze; then, in the midst of the songs of his
sailors,—songs so clear and sonorous, that they would have made a
divine harmony had their notes been taken down,—he saw the Island of
Monte Cristo, no longer as a threatening rock in the midst of the
waves, but as an oasis in the desert; then, as his boat drew nearer,
the songs became louder, for an enchanting and mysterious harmony rose
to heaven, as if some Loreley had decreed to attract a soul thither, or
Amphion, the enchanter, intended there to build a city.","He was for some
time without reflection or thought for the divine charm which is in the
things of nature, specially after a fantastic dream; then gradually
this view of the outer world, so calm, so pure, so grand, reminded him
of the illusiveness of his vision, and once more awakened memory. He
recalled his arrival on the island, his presentation to a smuggler
chief, a subterranean palace full of splendor, an excellent supper, and
a spoonful of hashish. It seemed, however, even in the very face of open day, that at least a
year had elapsed since all these things had passed, so deep was the
impression made in his mind by the dream, and so strong a hold had it
taken of his imagination. Thus every now and then he saw in fancy amid
the sailors, seated on a rock, or undulating in the vessel, one of the
shadows which had shared his dream with looks and kisses.","He told himself that it was the enmity
of man, and not the vengeance of Heaven, that had thus plunged him into
the deepest misery. He consigned his unknown persecutors to the most
horrible tortures he could imagine, and found them all insufficient,
because after torture came death, and after death, if not repose, at
least the boon of unconsciousness. By dint of constantly dwelling on the idea that tranquillity was death,
and if punishment were the end in view other tortures than death must
be invented, he began to reflect on suicide. Unhappy he, who, on the
brink of misfortune, broods over ideas like these! Before him is a dead sea that stretches in azure calm before the eye;
but he who unwarily ventures within its embrace finds himself
struggling with a monster that would drag him down to perdition. Once
thus ensnared, unless the protecting hand of God snatch him thence, all
is over, and his struggles but tend to hasten his destruction."
133,The Count of Monte Cristo,Faria,1,0.7594,"There was
nothing remarkable in the circumstance of a fragment of granite giving
way and falling heavily below; but it seemed to him that the substance
that fell gave way beneath the pressure of a foot, and also that
someone, who endeavored as much as possible to prevent his footsteps
from being heard, was approaching the spot where he sat. Conjecture soon became certainty, for the figure of a man was
distinctly visible to Franz, gradually emerging from the staircase
opposite, upon which the moon was at that moment pouring a full tide of
silvery brightness. The stranger thus presenting himself was probably a person who, like
Franz, preferred the enjoyment of solitude and his own thoughts to the
frivolous gabble of the guides. And his appearance had nothing
extraordinary in it; but the hesitation with which he proceeded,
stopping and listening with anxious attention at every step he took,
convinced Franz that he expected the arrival of some person.","He was for some
time without reflection or thought for the divine charm which is in the
things of nature, specially after a fantastic dream; then gradually
this view of the outer world, so calm, so pure, so grand, reminded him
of the illusiveness of his vision, and once more awakened memory. He
recalled his arrival on the island, his presentation to a smuggler
chief, a subterranean palace full of splendor, an excellent supper, and
a spoonful of hashish. It seemed, however, even in the very face of open day, that at least a
year had elapsed since all these things had passed, so deep was the
impression made in his mind by the dream, and so strong a hold had it
taken of his imagination. Thus every now and then he saw in fancy amid
the sailors, seated on a rock, or undulating in the vessel, one of the
shadows which had shared his dream with looks and kisses.","“Alas, my boy,” said he, “human knowledge is confined within very
narrow limits; and when I have taught you mathematics, physics,
history, and the three or four modern languages with which I am
acquainted, you will know as much as I do myself. Now, it will scarcely
require two years for me to communicate to you the stock of learning I
possess.”

“Two years!” exclaimed Dantès; “do you really believe I can acquire all
these things in so short a time?”

“Not their application, certainly, but their principles you may; to
learn is not to know; there are the learners and the learned. Memory
makes the one, philosophy the other.”

“But cannot one learn philosophy?”

“Philosophy cannot be taught; it is the application of the sciences to
truth; it is like the golden cloud in which the Messiah went up into
heaven.”

“Well, then,” said Dantès, “What shall you teach me first? I am in a
hurry to begin. I want to learn.”

“Everything,” said the abbé."
52,In Search of the Castaways,Thalcave,0,0.6692,"It was not, however, without much
resistance, prancing and neighing, that Thalcave's horse consented to
keep pace with the others. It was not so much the strength as the voice
of his master which restrained him; the Indian actually talked to his
horse; and the animal, if he did not answer, at least comprehended
him. The Patagonian must have used excellent arguments, for, after
""discussing"" some time, Thaouka yielded, and obeyed his master's
commands. But, if Thaouka understood Thalcave, Thalcave had none the less
understood Thaouka. The intelligent animal, through his superior
instincts, had perceived a moisture in the air. He inhaled it eagerly,
and kept moving his tongue, as if it were steeped in a grateful liquid. The Patagonian could not be deceived; water was not far distant. He therefore encouraged his companions by explaining the impatience of
his horse, which the others were not long in understanding. They made a
final effort, and galloped after the Indian.","The major, like a perfect horseman,
admired unreservedly this specimen of the horses of the plains. This
beautiful creature was called Thaouka, which means ""bird"" in the
Patagonian language, and he justly merited this appellation. When Thalcave was in the saddle, the horse pranced with spirited grace,
and the Patagonian, a skillful rider, was magnificent to behold. His
outfit comprised two weapons of the chase, the ""bolas"" and the lasso. The bolas consists of three balls tied together by a leathern string,
which are fastened to the front of the saddle. The Indians frequently
throw them the distance of a hundred paces at the animal or enemy that
they are pursuing, and with such precision that they twist about their
legs and bring them to the ground. It is, therefore, in their hands a
formidable instrument, and they handle it with surprising dexterity. The lasso, on the contrary, does not leave the hand that wields it.","Thaouka took the lead, and
might have borne the name of sea-horse, for he pranced as if he had
been in his native element. Suddenly, about six o'clock in the evening, he manifested signs of
extreme agitation. He turned frequently towards the vast expanse to the
south; his neighs were prolonged, his nostrils keenly snuffed the air,
and he reared violently. Thalcave, whom his antics could not unseat,
managed his steed without difficulty. The froth from the horse's mouth
was mingled with blood under the action of the firmly-closed bit, and
yet the spirited animal could not be calm. If free, his master felt but
too well that he would have fled away at full speed towards the north. ""What is the matter with Thaouka?"" asked Paganel. ""Has he been bitten
by those voracious blood-suckers of the Argentine waters?""

""No,"" replied the Indian."
114,The Count of Monte Cristo,Faria,1,0.8361,"By no means; it really seems to me
very curious.”

“Yes, indeed. So, sir, you wish to see all relating to the poor abbé,
who really was gentleness itself.”

“Yes, you will much oblige me.”

“Go into my study here, and I will show it to you.”

And they both entered M. de Boville’s study. Everything was here
arranged in perfect order; each register had its number, each file of
papers its place. The inspector begged the Englishman to seat himself
in an armchair, and placed before him the register and documents
relative to the Château d’If, giving him all the time he desired for
the examination, while De Boville seated himself in a corner, and began
to read his newspaper. The Englishman easily found the entries relative
to the Abbé Faria; but it seemed that the history which the inspector
had related interested him greatly, for after having perused the first
documents he turned over the leaves until he reached the deposition
respecting Edmond Dantès.","The priest had a writing teacher at Rome make
three alphabets—one large, one middling, and one small; and pointed out
to him that by the help of a sharp instrument he could trace the
letters on a slate, and thus learn to write. The same evening, when the
flock was safe at the farm, the little Luigi hastened to the smith at
Palestrina, took a large nail, heated and sharpened it, and formed a
sort of stylus. The next morning he gathered an armful of pieces of
slate and began. At the end of three months he had learned to write. The curate, astonished at his quickness and intelligence, made him a
present of pens, paper, and a penknife. This demanded new effort, but
nothing compared to the first; at the end of a week he wrote as well
with this pen as with the stylus. The curate related the incident to
the Count of San-Felice, who sent for the little shepherd, made him
read and write before him, ordered his attendant to let him eat with
the domestics, and to give him two piastres a month.","Each word that fell from his companion’s
lips seemed fraught with the mysteries of science, as worthy of digging
out as the gold and diamonds in the mines of Guzerat and Golconda,
which he could just recollect having visited during a voyage made in
his earliest youth. “Come,” said he to the abbé, “I am anxious to see your treasures.”

The abbé smiled, and, proceeding to the disused fireplace, raised, by
the help of his chisel, a long stone, which had doubtless been the
hearth, beneath which was a cavity of considerable depth, serving as a
safe depository of the articles mentioned to Dantès. “What do you wish to see first?” asked the abbé. “Oh, your great work on the monarchy of Italy!”

Faria then drew forth from his hiding-place three or four rolls of
linen, laid one over the other, like folds of papyrus."
2,In Search of the Castaways,Jacques Paganel,1,0.8925,"This unfortunate word
led Lady Helena to inquire if the amiable Frenchman had occasionally
shown his habitual failing. The major and Lord Glenarvan looked at each
other with a smile. As for Paganel, he laughed heartily, and promised
""upon his honor"" not to commit a single blunder during the entire
voyage. He then in a very comical way told the story of his mistake in
the study of Spanish. ""After all,"" he added, in conclusion, ""misfortunes are sometimes
beneficial, and I do not regret my error.""

""And why, my worthy friend?"" asked the major. ""Because I not only know Spanish, but Portuguese also. I speak two
languages instead of one.""

""By my faith, I should not have thought of that,"" replied MacNabb. ""My
compliments, Paganel, my sincere compliments!""

Paganel was applauded, but did not lose a single mouthful. He did not,
however, notice one peculiarity observed by Glenarvan, and that was the
young captain's attentions to his neighbor, Mary Grant.","Olbinett, so that he could scarcely set the table. But Paganel had all the passengers on his side except the major,
who was very indifferent to geographical questions, especially at
dinner-time. Having discovered a whole cargo of odd books in the mate's
chests, and among them a number of Cervantes' works, the Frenchman
resolved to learn Spanish, which nobody on board knew, and which would
facilitate his search on the shores of Chili. Thanks to his love for
philology, he did not despair of speaking this new tongue fluently on
arriving at Concepcion. He therefore studied assiduously, and was heard
incessantly muttering heterogeneous syllables. During his leisure hours
he did not fail to give young Robert practical instruction, and taught
him the history of the country they were rapidly approaching. In the meantime the Duncan was proceeding at a remarkable rate. She
cut the Tropic of Capricorn, and her prow was headed toward the strait
of the celebrated geographer.","It is certainly Araucanian.""

""No,"" replied Glenarvan; ""this man answered in Spanish.""

And, turning to the Patagonian, he repeated,--

""Spanish?""

""Yes,"" replied the native. Paganel's surprise became amazement. The major and Glenarvan looked at
him quizzingly. ""Ah, my learned friend!"" said the major, while a half smile played
about his lips, ""you have committed one of those blunders peculiar to
you.""

""What!"" cried the geographer, starting. ""Yes, it is plain that this Patagonian speaks Spanish.""

""He?""

[Illustration: A man of lofty stature was standing, motionless, on
one of the first ledges of the mountain. This individual had broad
shoulders, and long hair tied with leathern thongs.]

""Yes. By mistake you have learnt another language, while thinking that
you studied----""

MacNabb did not finish. A loud ""Oh!"" from the geographer, accompanied
by shrugs of the shoulders, cut him short. ""Major, you are going a little too far,"" said Paganel in a very dry
tone."
33,In Search of the Castaways,Tom Ayrton/Ben Joyce,0,0.6692,"Captain
Grant's children lavished upon him their most grateful caresses. All
were delighted at his decision, except the colonist, who would lose
in him an intelligent and faithful assistant. But he understood the
importance that Glenarvan attached to this new addition to his force,
and was resigned. He had, moreover, engaged to furnish them with the
means of conveyance for the journey, and, this business being settled,
the party returned on board. [Illustration: This business being settled, the party returned on
board.]

Everything was now changed; all hesitation had vanished. These
courageous searchers were no longer to wander on blindly. Harry Grant,
they believed, had found a refuge on the continent, and each heart
was full of the satisfaction that certainty brings when it takes the
place of doubt. In two months, perhaps, the Duncan would land the lost
captain on the shores of Scotland.","""We have no questions to ask you,"" rejoined Glenarvan. ""Tell us what
you know, Ayrton, and, in the first place, who you are.""

""Gentlemen,"" replied he, ""I am really Tom Ayrton, quartermaster of the
Britannia. I left Glasgow in Captain Grant's ship on the 12th of March,
1861. For fourteen months we traversed together the Pacific, seeking
some favorable place to found a Scottish colony. Harry Grant was a man
capable of performing great deeds, but frequently serious disputes
arose between us. His character did not harmonize with mine. I could
not yield; but with Harry Grant, when his resolution is taken, all
resistance is impossible. He is like iron towards himself and others. However, I dared to mutiny, and attempted to involve the crew and gain
possession of the vessel. Whether I did right or wrong is of little
importance. However it may be, Captain Grant did not hesitate to land
me, April 8, 1862, on the west coast of Australia.""

""Australia!"" exclaimed the major, interrupting Ayrton's story.","If ever the searchers for Captain Grant had reason to despair of seeing
him again, was it not when every hope forsook them at once? To what
part of the world should they venture a new expedition? how explore
unknown countries? The Duncan was no longer in their possession, and
they could not be immediately reconciled to their misfortune. The
undertaking of these generous Scots had, therefore, failed. Failure! sad word, that finds no echo in a valiant soul; and yet, amid all
the changes of destiny, Glenarvan was forced to acknowledge his
powerlessness to pursue this work of mercy. Mary Grant, in this situation, no longer had the courage to utter the
name of her father. She suppressed her own anguish by thinking of the
unfortunate crew. Controlling herself in the presence of her friend, it
was she who consoled Lady Helena, from whom she had received so many
consolations. The young girl was the first to speak of their return to
Scotland."
